Gene,Score
TMED7,0.033719927
OPN1LW,0.0017374287
THRA,0.07691511
FOXJ1,0.006747162
DDX52,0.000110208566
DAP3,0.010906272
DYNC1I1,0.006588741
RRAGB,0.0007737406
RRAGD,1.7157994e-05
NEK1,0.0012635274
KMT2A,0.061203282
MEN1,0.19835228
PRSS23,0.0023761436
LGALS3BP,0.23745643
CD248,0.0113735525
EGLN3,0.01413791
PGAM1,0.000229187
HS3ST1,0.0024313151
RAC2,0.02287638
DAB2IP,0.011746787
CNOT7,0.0115199145
MTUS2,1.7889373e-05
MAL,0.0013169785
GCN1,0.03819088
CSPG4,0.08914023
RPL13,0.00034351184
CREBZF,0.0070489645
SLC39A14,0.0017018375
RPS3A,3.9840734e-06
GORAB,0.0006785282
SNAI1,0.48720807
EEF2K,0.0004251025
EEF2,0.00086133875
NQO2,0.079795055
STAB2,0.02500333
AIMP1,0.007919578
ATP5F1C,0.0019256494
ARGLU1,0.0042015733
SDCCAG8,0.0030503669
MYLK,0.11425604
HIBADH,2.2493425e-06
BICD1,0.00036905587
DIRAS1,0.00094963284
EEF1B2,0.016055055
MAP4,0.71914923
COPS8,0.000733892
MRPS17,0.00059215946
NDUFAF1,0.00077237777
TICAM2,0.130941
ADAR,0.009524149
DAD1,0.0025636177
RUSC1,0.0048368545
IRAK3,0.130106
ZNF576,0.0039698123
NOX4,0.061485454
ACVR2B,0.015714046
OPA1,0.0049468568
SSR4,0.0014323184
MSI2,0.00012870878
PACSIN2,0.00011152348
OFD1,0.0014143001
SPARC,4.7772035e-05
TOMM70,0.0046957573
PAK3,0.027740087
PLK4,0.0008476626
RPL10,0.0009124338
THRAP3,0.010248433
LDOC1,1.3983787e-05
ZFP36,0.014974716
HSPA1A,0.0057650926
CAT,0.00038703316
SF3B3,0.01039808
PGD,1.3753095e-05
NIPSNAP3A,1.0001601e-06
KRT31,2.035472e-05
RECQL,0.014804855
RCC1,0.009883813
CCDC85B,0.00029299548
TCEANC,6.3278356e-05
AKT3,0.04343706
MAP3K20,0.0006273922
EPB41L5,0.010030446
ANKS6,5.688187e-05
PDE4D,0.25008217
POU2F1,0.10018754
TRIM56,0.001430769
KLF4,0.20752099
AXL,0.018268691
HMGA2,0.0357336
AP3B1,0.0033332868
CDC34,0.0029010053
SMC3,0.0073420512
CBX2,0.007954756
SELP,0.026303228
SPG21,0.00033805225
MEX3A,0.001879418
PHF1,0.0012706273
EPC2,0.0005093252
SNRPD1,6.6590114e-06
MLANA,0.00068327406
PRKCE,0.64573514
RSL1D1,0.018534493
RAB11FIP5,0.0041556973
EIF4E2,0.011814641
DNAJC3,0.0041917474
CPSF7,0.008967875
TUT1,0.00010337856
FBH1,0.00091459276
RGS3,0.33222586
ELF1,0.24800347
MAGOHB,0.0007060983
SCMH1,0.0103036845
ADNP,0.045282274
NUDT2,0.0015599444
CMC4,0.00355504
ZCCHC8,0.0006058626
AKAP9,0.0014512173
PYDC1,0.0067698215
NOLC1,0.030236725
CAMP,0.25878745
MLST8,0.025307354
RBM8A,0.00012844641
CNPY3,0.006845197
NEU4,0.00318664
CHEK1,0.59974784
CARD8,0.103658386
HNF1A,0.1181936
SLC9A3R1,0.09351334
NECAB2,0.00013291817
HSF4,0.0073088952
MRRF,1.7906612e-05
QPCTL,0.00069768325
NDUFS3,0.001884958
NDUFA9,0.000756101
KRT33B,3.815951e-05
KPNA4,0.057836514
ERCC3,0.0037505804
MLLT6,0.040954746
UBQLN1,0.17473122
ELF4,0.012591961
PSMA7,0.05498303
SENP1,0.0011970823
MID1,0.013896916
CCDC106,0.0040975995
RPL7L1,0.0107842665
ZMYND11,0.17496486
PRDM16,0.00428086
C1QA,0.03311434
ACTG1,0.16705225
WDYHV1,0.0021024724
ETV5,0.0023095082
HERPUD1,0.01236297
DDX19B,3.3182347e-05
PDIA6,0.016307924
FBXO21,0.002143652
ZNF687,0.003669401
LILRB2,0.1688626
HOMER2,0.00011731355
TAOK2,0.00088912767
ATG14,0.00037944768
RBM5,0.00094675674
MSRB2,0.00039857594
PUF60,0.0009067381
ABCF1,0.008508237
VGF,0.00044881375
TECPR1,0.00032635176
WIPI2,0.0006692966
WDR5,0.0026413864
CXCR1,0.0041339523
TFG,9.156601e-05
LTC4S,0.00066955335
MAPKAP1,0.06496418
SPRY4,0.0040180236
RRP1B,0.001692512
STAU2,0.00016919975
BBX,0.017527342
MUC16,0.7764339
LGALS1,0.0936172
ZNF385B,0.00027365642
DCTN1,2.7565486e-05
RPL19,0.0008629008
SHARPIN,0.011335162
RBCK1,0.14731617
GPSM1,0.00090850436
LRRC7,0.031336486
ZNF638,0.020777695
ALX1,0.07053573
IPO13,0.01708161
ATP2B1,0.016170615
CTR9,0.0006964838
RPL17,0.0054268143
ARHGAP32,0.034206845
CRX,0.0028122757
ABI3,0.0010759091
CTSD,0.00032769362
ZC3H15,0.0003747315
P4HB,0.0470563
SAMHD1,0.020427981
CARD16,0.011875117
IGBP1,0.0038183301
TRIO,0.010051382
KRTAP10-5,0.0006606864
ADAP2,0.0032266837
BLOC1S1,0.00036694622
CIRBP,8.202672e-05
TRA2A,8.1514816e-05
FYTTD1,0.001429729
ZC3H3,2.3637627e-05
KDM2A,0.009281376
PURA,0.0005035491
FBXO22,0.0034970203
SDHAF2,0.0003424527
PELI2,0.00432576
RPL14,0.0021316307
TLR5,0.04880013
SFXN2,0.00014373864
PSPC1,0.0057800794
GUCY1A2,0.020339563
TIGIT,0.0018345776
UTP15,0.0019650466
HK1,0.002682048
IDO1,0.0001955652
AJUBA,0.081371605
DCUN1D1,0.021880252
KRT2,0.00030366512
FBXO25,0.028132668
HTR2B,1.4276842e-05
CCT5,0.014458182
KRT6B,0.0033511766
BABAM2,0.06098515
ABRAXAS2,0.0028747376
NUAK1,0.004515536
ATG3,0.00079235184
RAB40B,0.00317609
FLNC,0.005210611
TRIM63,9.300889e-05
STRADB,0.0035357098
CTNNAL1,0.021594923
BRD7,0.0011264317
HNRNPUL1,0.00033262203
CEACAM1,0.045247138
CPLX3,0.00475892
ETV1,0.046964284
ERG,0.048532285
IRF6,0.014261635
BAG3,0.060042873
TUBA8,0.00082476815
RB1CC1,0.0053022522
ARF6,0.20576485
MAPK8IP3,0.08971844
HNRNPM,0.0066894284
NMU,0.0025341734
RBM39,0.0055346843
FAM9B,4.4360404e-05
PPP1R14A,0.030128915
CLEC7A,0.00096355943
MAGOH,0.0040951734
PABPN1,0.009417445
EGLN1,0.15038954
NOD1,0.0074432734
TUBA1C,0.009242426
PSMA1,0.003929462
TCEA2,0.00013665936
DEDD,0.014420542
DEDD2,0.016542926
LAMB1,0.0005535938
ZNF615,0.0005403246
CXCL12,0.014367535
BRD3,0.010395346
RRP8,2.9526252e-06
NLRC5,0.0005648513
LUC7L3,0.005700505
CALCOCO2,0.0017737959
NFXL1,0.024857594
TBX3,0.008513186
LILRB4,0.16501263
NUP62,0.0022492732
BFSP1,8.087604e-05
CPSF1,0.0038319337
FBF1,0.0003788863
KCNJ3,0.0013491034
KCNJ6,0.00049731444
HIST1H1B,0.00026894372
HIST3H2BB,0.0023301446
UQCRC2,7.679306e-05
ECH1,0.00081035105
ARL4C,0.00030484248
FAM53A,0.0020142146
CNBP,4.642519e-05
DDX21,0.002735292
DTL,0.011208483
WDR34,0.0040079644
DKC1,0.00018664512
PDS5B,0.0036877338
VDAC2,0.00030584275
FNBP1L,0.0015331666
ACSL4,0.00027864234
APEH,3.157807e-05
IST1,0.00070743705
SIGIRR,0.0099248905
SSB,0.0019523472
RHOD,0.022875862
RBM14,0.007016279
PDIA2,0.019857021
NCR1,0.0016152192
NHP2,0.0040482446
PLEKHO1,0.0010036353
PHGDH,0.0023106523
MED1,0.012211939
ANXA7,0.0025728694
INTS3,0.0003701229
SPRR2A,0.005307138
HSPA14,0.007094372
BUD31,0.0047447155
FBXO7,0.00035552197
NPM3,0.00033376142
NMRAL1,0.0021705104
UCHL1,0.31489882
YTHDC1,0.0020261265
NR3C2,0.09853664
KLHDC2,0.0009250248
CHCHD3,0.0030722208
HHAT,0.0025269205
CAMK2B,9.910376e-05
HERC5,0.04020433
KCNB1,0.003224366
DPP10,0.0014641972
RAP1B,0.0021488818
GORASP2,5.281697e-05
ZNF8,0.031710163
KLC4,0.0009902366
UBTF,0.17175624
TEKT4,0.011337118
TEKT1,0.09941314
UVRAG,0.0015498218
THOC2,0.0022351183
FANCA,0.01636441
LMNB1,0.000807057
WWC1,0.06810005
CLTCL1,0.020489598
RNF135,0.00049286714
KCNJ5,0.004507697
PARD6B,0.013790838
BCL6B,0.20351335
CHTOP,0.0001208917
ATG4A,0.0015572313
HMGB1,0.21172553
TPSAB1,0.00038946996
KLF9,0.017598847
KRT15,0.0018136743
LTBR,0.0019532004
TLR7,0.007971861
MED14,0.01966624
ITGB3BP,0.0030143545
AKAP13,0.061292477
MAP1LC3A,0.013160811
MDH2,0.0002765389
ASXL2,0.0013804296
PRPF31,0.0005010506
PABPC4,0.00084196805
ARHGDIA,0.019907586
RHOH,0.0019932874
TTC3,0.00052256417
CLUAP1,0.0001014568
SIGLEC6,0.010563923
FBXO6,0.009433768
POLR2E,0.0057666507
NDUFA4,0.00014986955
OTX2,0.0018947347
SMARCD2,0.017813498
CDR2,0.00013629107
ATL3,3.3416127e-05
CSDC2,0.0023365617
CUTC,0.0027899316
BET1,0.00019062695
RAD23A,0.0035495614
HSPA1B,0.12257223
PDS5A,0.0027484493
CELF1,0.001173112
SRPK2,0.0012357209
SMARCA1,0.0052660326
SHMT2,0.00094828644
NBR1,0.0018158488
GABARAP,0.00038874592
GTF2B,0.02388112
HIST1H2BD,0.00088388426
KIR2DL4,0.0037898063
CYTIP,0.00071786245
SNX27,0.009624822
TPM3,0.021329131
SQOR,0.0006240235
SNAPIN,4.8810376e-05
DDX27,0.0006369605
PBX2,0.000819086
TRIM14,0.00012737904
SRSF3,0.0002512905
EPN2,0.00075722
MAPK8IP1,0.08839543
RBM4,1.3370231e-05
MRM1,0.00057581346
USO1,0.00046793427
PABPC1,0.0013475309
NFATC4,0.24499966
CCDC15,0.0014602691
SRP14,0.0009968104
PEX5,8.878363e-06
F2RL1,0.00021689596
TUBA3E,0.000956267
SCNM1,5.304512e-05
PHF11,0.0031928911
UBE2L3,0.0095322365
HIST1H2AH,0.0010607621
MAPT,0.646814
KHDRBS3,0.0034885542
KCNH2,0.0030179997
MAPKAPK3,0.028466254
TEX10,0.0041316245
GOT2,6.234421e-05
ATP5PB,1.2432075e-06
PDK1,0.02092149
LGALS8,0.009066927
MMP3,0.041496187
FURIN,0.10634098
ARCN1,0.00027542375
CMTM5,0.0018652589
CD37,0.001107625
C2,0.0147941485
NGDN,0.00048880343
SEC61B,0.0035368958
SSR2,0.00060926576
FBXL15,0.010494507
INTS6,0.00022013926
NFU1,9.057849e-05
KRR1,0.0017744241
KLF5,0.8456072
PRPS1,8.9088906e-05
MEIS2,0.1409712
RPS16,0.00087047357
HNRNPH2,0.0010365597
SMU1,0.03565037
UMOD,0.011098082
SHOC2,0.0046133804
BTF3,0.00062673877
ATAD3A,0.004475742
SEPT4,0.0002314162
PSMD11,0.035842218
KDM1A,5.4211192e-05
KCTD9,0.0005937099
GSR,2.5209885e-05
LPCAT1,0.0038752768
NEFL,0.00095485
PACSIN1,0.001021584
HTRA2,0.00071855786
HNRNPL,0.0072284373
PATJ,0.017243197
PBX3,0.005439115
RASSF1,0.8940393
TARBP2,0.00014751726
NPRL2,0.0024582082
TFR2,0.0016879371
SULT2B1,1.4733094e-05
MAP9,0.0022485626
PGC,0.13368903
OLIG3,0.004052892
SEPT9,0.002662676
GATAD2B,0.290757
TIAL1,4.783002e-05
FBXO9,0.0028554706
GZMM,0.0019659793
CEACAM8,0.016898269
SLTM,0.0015589049
WDR62,0.00048823975
NUDC,0.00025006893
ABCC4,0.005930018
SRRT,0.0038873467
ACACA,0.0015858073
ATG4B,0.00025473937
RRP1,0.0007334089
ACVR1B,0.04887622
EIF4G1,0.00079884985
GSPT2,0.0011818109
HYOU1,0.003183644
AEN,1.3180897e-05
PEA15,0.015268225
BRAP,0.045756053
MX1,0.027855717
MRPL35,6.8616027e-06
TGFB2,0.021886831
RPS9,3.4107496e-05
SNU13,0.00013174114
SRSF5,0.020356301
DUSP26,0.00013190028
SNRPA,0.0017580354
ADH4,0.0020097815
PSMA5,3.2083597e-05
LZTS2,0.002994991
DYNLT3,0.0005837827
ZGPAT,9.370604e-05
WRNIP1,0.00151364
HNRNPF,0.0005457537
AARS,0.0013791438
AGPAT3,0.0008625782
ELAC2,0.0017775791
JARID2,0.024067044
SIK3,0.052610252
PYCR1,0.008182716
RPLP1,0.0028980908
RNF7,0.006130693
NSUN2,0.00084878324
C1QC,0.0031086875
SNX20,0.0014749293
MEX3C,0.0015075806
RHOXF2,0.007194619
LILRB1,0.028768929
DAZAP1,1.2211819e-05
SIAH1,0.06589475
CAD,0.20752987
DHX9,0.006975891
HNRNPU,0.00021731078
GTF3C1,0.04104964
MAP4K4,0.023929622
EXTL3,0.017556276
EAF2,0.019560462
ECHDC2,0.00045435815
RPTOR,0.0045965505
MYLK2,0.012922407
DYNC1H1,0.00071340223
USP14,0.022703761
DYRK1B,0.013976862
PLS1,0.0035399962
BNIP3,0.00043590865
RCN1,3.2263855e-05
RASL11B,0.0010044896
BCR,0.8768743
ADAM17,0.47112212
SUGP2,0.00251704
KCNJ9,0.000556271
DRD4,0.0007627684
RHOC,0.0037028613
RIPOR2,0.002239345
ADA,0.0011824447
ANK3,0.0014073431
FBXW2,0.00045435946
MECP2,1.9799314e-05
SCLT1,1.2634175e-06
ARHGEF11,0.2873652
MMP10,0.009436878
ADAMTSL1,0.006644341
RBM4B,5.2478234e-05
NPAS2,0.0031566732
PCNP,0.00021310788
HSD17B12,0.00038764166
MYL6,0.019293709
ACTR1B,0.009595675
APEX1,0.049402498
TUBB4B,0.016879758
CA2,0.0070134164
HSPA9,0.0061670365
RPL27A,0.00012083812
USE1,0.00043208414
SMC1A,0.0016157465
PADI1,0.005964545
NPLOC4,0.002421773
PFN2,0.008901841
ERCC5,0.006961073
ARG2,0.004584869
MUC5AC,0.0015263152
SFTPA1,0.05279492
SH3RF1,0.04679178
GRIN2C,0.0050220145
CUL7,0.00011695101
TRPA1,0.0012803844
RPS4X,0.001996669
TPI1,1.6983802e-05
VPS37B,2.991302e-05
HSPD1,0.019935295
ESRRG,0.0023195492
NR0B1,0.54516405
RPS23,0.0018371659
PCBP1,0.002401603
KRT19,0.0007375526
CRIP2,0.01572095
CCHCR1,1.1753634e-07
GEMIN2,0.0012771088
PF4,0.012870833
AKNA,7.451309e-05
APRT,0.0010424972
TNIK,0.010792149
RBM34,1.58627e-05
PARD6G,0.0007269352
SCAF11,0.001474223
CBX6,0.00043144415
MRPS26,5.7872153e-06
TRIM54,0.00017012152
ERC1,0.0014864879
STIP1,0.0059961104
CEBPZ,0.0032159968
ZMAT2,0.0009590828
C3AR1,0.0002614183
NAP1L4,0.00545376
DDX39B,0.0052164574
ADRM1,0.0014364943
CSTB,0.0010406219
SNRNP70,0.00032812564
TLR8,0.29207987
EIF3L,0.004313701
PURB,0.0031554983
DNAJA1,0.012916618
HOMEZ,0.022136414
DHX15,0.0063408767
RHOG,0.0042312415
ZNF787,0.0011490784
COPRS,0.0006265395
KIF3B,0.0014663998
NDUFV1,3.364938e-05
PGR,0.17365217
THAP11,0.0003486501
E4F1,7.747185e-06
NEK2,0.0073091793
MCM6,0.0016171618
BIRC7,0.0047751837
C4B,0.006414799
C4B_2,0.0015213896
TRIM41,5.2446785e-07
RAB2A,7.19064e-05
DCAF5,0.00015835346
TBC1D4,0.000373312
BNIP2,1.7450491e-05
SERBP1,0.026289823
ORM1,0.059642214
ATXN7,0.062126875
NUP107,0.010078016
SSX7,0.0009150299
PPBP,0.0038669854
SELL,0.040657442
ATP5F1A,0.002912541
RPS6KA4,0.010012039
CSNK1D,0.021855632
HNRNPA0,0.0017697192
NUP210,0.03850367
OAT,0.003419605
PRKRA,0.0048276
ULK1,0.043568064
ELN,0.15073007
NID2,0.44650608
ZFYVE1,0.004482131
CDH24,0.029502392
RPN2,0.0011670364
PBRM1,0.0019946347
RTCB,0.0018259326
NDUFA13,7.7619115e-05
PNMA2,0.0018686204
SPTLC1,0.0035302036
TDRD1,0.0412634
SERPIND1,0.016401988
PHLPP1,0.24516658
A1BG,0.004618139
ALOX12,0.0033350473
SCGB3A2,0.0025309548
MARCO,0.004965938
GYG2,7.2668656e-05
ENO1,0.000641175
PDIA3,0.07176972
SPSB1,0.0133651355
TDP2,0.14299963
TCEAL4,0.0005240531
ZNF80,0.0014653766
RPL7,2.7530177e-05
EGR4,0.008240438
SLC27A3,0.0028329364
PGRMC1,0.009049229
LPP,0.010444634
MERTK,0.022582622
TIMM50,0.006286294
KIF5B,0.0022252642
RPS19,0.0016746002
KLF6,0.06101334
PRPF19,0.0005565022
RNPS1,8.704673e-06
USP4,0.0030069824
DUSP19,0.0010874409
RBM28,0.0023188
UTP6,0.002827134
IL17RB,0.00062266836
DEFB4B,0.0017544858
DEFB4A,0.085169494
KIF3A,0.00010142478
PHF8,0.002631714
CAMK1G,0.015253191
RER1,0.0009458952
RUBCN,0.0010870539
HNRNPAB,0.023562366
TKT,0.0006614925
ZMYM2,0.005530909
HIST2H2AB,0.0016863998
RPS6KA3,0.6295196
KRTAP10-3,0.00041178762
SERPINA1,0.13102527
SPTAN1,0.9556691
DIAPH1,0.007334906
SNRPN,3.9727976e-05
PON2,0.000522969
PNRC2,0.042701602
ELP3,0.00149059
HNRNPR,0.0033294838
CLEC3B,0.03029646
KRT10,0.013400966
FEM1B,0.00021952346
EIF1,0.00015367723
TP53INP2,0.0009022588
FOXP2,0.07764158
MRPS18A,0.00013739485
NDFIP1,0.001597923
ZNF410,0.0057513122
LTK,0.014462607
AGTRAP,0.0024672588
IL17B,0.0017660805
KIF2C,0.0009991161
UTP23,0.00046448084
BCAP31,8.61061e-05
ALDOC,0.0010139076
ALDOA,0.0004507882
PRKD3,0.0071471725
ZMYM3,0.06443399
MSX1,0.048520993
RAD17,0.0004392762
ARFIP2,8.875873e-06
MRPL10,1.436464e-07
S100A12,0.003386
SIAH2,0.62119526
RAD51AP1,0.00032850503
RPF2,5.1981104e-05
EBNA1BP2,0.00024179026
SRP9,0.00034870644
SOD1,4.854198e-05
RIT2,0.0025188986
UTP20,0.0044811205
ELOA,0.0049781865
RPS2,8.1148914e-07
DHX8,0.00022601744
RUFY1,0.0012721639
DDX50,0.00013233832
NUSAP1,0.000853468
SYNE1,0.0023773296
MBD1,0.23448932
SNX17,0.013390027
ABR,0.0037763373
UBAP1,0.0009521111
NFAT5,0.3233648
AGPAT2,9.376386e-05
AJAP1,0.13846397
CCL8,0.3466894
CSRP2,0.012629402
H2AFY,0.00067815103
MPP1,0.013961197
DDR1,0.11172326
ADRA2A,0.010350451
CALB1,0.0005756162
SAR1A,2.6670134e-05
PRPF8,0.0011224984
S100A4,0.18950838
MAP3K13,0.00055457506
HBZ,0.00034395405
PHF5A,0.004366628
FNDC3A,0.0006789238
STXBP5,0.0002814002
STXBP2,0.00022535337
UBL5,0.001707435
CORO1A,0.0008861988
TARDBP,0.0002682147
CIZ1,0.0008621862
BCKDK,0.0027269956
LYL1,0.010836773
PRPSAP2,0.0027162405
GNL3,0.0003990936
TPD52L1,0.0024753415
GOSR2,3.836413e-05
EGLN2,0.085180126
NBPF3,0.0004546751
SSX1,0.0030759939
WDR45,0.0002148775
RGS7,0.7873362
EIF2B5,0.117001675
KCNA5,0.011225915
CLIC4,0.001308111
FAM110A,0.00021827327
RSRC1,0.0063927593
GIMAP4,0.0041062543
NEK6,0.001989864
RRAS2,0.05141791
RBMXL2,0.0017386664
SREK1,0.00023348621
SERPINB12,0.0026574298
SLC1A5,0.0029474697
NFE2,0.015034901
UNC93B1,0.00031969362
RANBP1,0.0011200812
MTHFD1,0.002165996
PHYH,0.00036079084
ATP5F1D,5.8662085e-06
ATP2B2,2.0462583e-05
MPP3,0.006904335
NUCKS1,0.00040836848
ZBTB25,0.00041437396
NXF1,0.0030296317
TBC1D7,0.004757536
PHC2,0.0051092524
RPL18,0.00049241725
PCBP2,0.0031972684
CASP14,0.008677212
AATF,0.049999833
HEMGN,0.039012898
PCNT,0.0001490609
CCT3,0.21305043
PPFIA1,0.18404433
PPP2R5D,0.0023737112
DDX39A,0.00037111662
IL17RC,0.000600276
KLRC1,3.6882668e-06
FATE1,3.8290177e-06
H1FX,0.0034922264
NKAP,0.00028299508
MAPK8IP2,0.0061639976
DCAF4,0.0033587993
COL3A1,0.008374131
OXCT1,7.984627e-05
SLC25A3,0.00021508429
WDR12,0.0025589226
KIF11,0.0050472454
ATP2C1,0.019204967
SOX11,0.007033395
CKAP5,0.001922481
RCL1,0.010884432
CPSF6,0.07050339
REPIN1,0.0013270676
EIF3F,0.11000361
DCAF13,0.017599327
DPP4,0.9410426
KCND3,0.031608257
CFHR4,0.024787946
DLAT,0.00605851
MAP2,0.02574605
CHEK2,0.11675334
DDOST,0.0039474913
LPAR2,0.01730094
TDRKH,7.6089054e-05
HMG20A,0.0047263657
ELOVL1,0.0002601904
PDZK1,0.02752055
MATR3,0.00034106112
DMRTB1,0.02453621
MRPL11,3.6727106e-06
BRMS1L,0.0031957352
ADAM15,0.0008917145
KDM5B,0.07374067
NRBF2,0.036783148
HIST1H2BB,0.00075379555
ATP2A2,0.031979907
HEATR1,0.0028495707
ATPAF2,9.325354e-07
WDFY3,0.026077416
GABARAPL1,0.004794946
EHHADH,1.732895e-05
MYL5,0.0017199722
PPP1R9B,0.49544165
CAMK2D,0.013348891
POLDIP2,0.00065305457
SRSF6,0.024903474
MPP2,0.0075479373
ARHGEF2,0.00496945
SGTA,0.0046905363
CTBP2,0.07169181
IMPDH2,0.002932041
ARHGEF1,0.11853343
SCN4A,0.0050353827
ABCC1,0.004095588
GPS1,0.014213336
EIF5,0.0001211702
STK25,0.000162001
UBE2S,0.0014649398
FBXW8,0.0049658106
HIF1AN,0.00021082374
FREM1,0.009797476
SMIM3,6.221023e-05
VDAC1,0.0003186429
FEN1,0.00093958434
CPSF2,0.0019172328
CCDC88A,0.0006198375
BEX3,0.003689742
SMC4,0.025098601
MRPL48,0.008361818
AQR,0.00015843319
GRIP1,0.21064027
SPERT,0.0040640864
DCAF8,0.0033717842
CLEC6A,4.216986e-06
CLEC4D,4.4822078e-05
U2AF1,0.0019563483
RPS6,0.0007026905
YAF2,0.009113314
MIF4GD,0.000785843
LBP,0.006833223
PRDX4,0.0008090209
FCN3,0.026688404
GLYR1,3.2332446e-05
CD63,0.005422189
TTK,0.0073680156
RABAC1,8.432074e-05
U2AF1L4,0.005097022
DNMT1,0.012388487
DISC1,7.1968134e-05
ACIN1,0.007989378
ATG101,0.00072872825
ADAM8,0.015244534
POLDIP3,0.0017332407
ATP6V1B2,2.7463611e-06
AGK,6.948797e-05
STOML2,1.2329517e-05
APOBEC3G,0.00054755784
MOV10,0.0003653212
MRPS31,0.0002475343
GZMH,0.0016426523
FN1,0.0057913414
SOX13,0.0021149686
PCK1,0.010861729
RPS14,0.0008435388
PHLPP2,0.013834056
CAMK2G,0.022131821
ELP2,0.0015787135
ANXA9,0.009564466
SERPINB9,0.00020772101
ATP23,0.007079254
MYCBP2,0.0065268544
TCP10,0.00078812626
RGS20,0.0006135327
DDX3Y,0.02684316
HIST1H3A,6.823137e-06
HIST1H3B,5.3382584e-05
HIST1H3C,8.865162e-05
HIST1H3I,2.1033044e-05
HIST1H3H,0.00016966196
HIST1H3G,0.00043251333
HIST1H3F,0.0012194588
HIST1H3E,2.5255991e-05
HIST1H3J,5.4927656e-05
HIST1H3D,0.00011835641
CERK,0.0014832314
PIMREG,0.0031698567
MMP13,0.03947735
KLF11,0.040830296
SYNCRIP,0.0009507345
MSH2,0.0046030134
CACNB1,0.00014350159
PRPF40A,0.005839377
HIST1H2BC,4.3056012e-08
HIST1H2BE,0.00020362297
HIST1H2BG,1.8502591e-08
HIST1H2BF,2.3162775e-06
HIST1H2BI,6.3556297e-07
GGA1,3.4938956e-05
MRPS7,0.0013038744
SFPQ,0.22526604
PTPRM,0.023203613
RP9,0.0007179535
ZNF622,0.0010162198
BABAM1,0.001124178
TNRC6B,0.001163598
NCOA5,0.000716458
RPL10A,1.6869275e-05
ARL2BP,0.001439006
COIL,0.0024547237
LMNA,0.0038647312
CCNJL,0.00085119804
SCYL1,0.012085835
PHF19,0.0021523046
MSR1,0.0011179748
STK19,0.00081828865
OSTC,0.0048206407
GTPBP4,0.0005231914
KCND2,0.071687125
CACNA1I,0.00018398778
FBXO3,0.0062429723
HMGN2,0.0013764846
TBL3,0.0018728238
AGO1,0.022895886
PGAM5,0.009302878
VHL,0.033826746
TRIM21,0.70259684
ATP5MG,2.6081375e-06
TESC,0.007434137
PREX1,0.14177302
MAP1LC3C,0.0043103634
RFC5,0.001307604
ESRP1,0.019362397
NIN,5.0787744e-06
COMT,8.200537e-06
SMN2,0.00016268474
SMN1,0.00046713272
TIAM1,0.014019186
ADARB1,0.015374866
CSE1L,0.007908788
ATP5PD,0.0002461432
TRA2B,0.045226987
RPL24,0.0012412665
PHC1,0.00018916215
RPL32,0.00019951862
RLIM,0.017010989
DDX1,0.054010794
ARPC4,0.002742586
PPM1K,6.833869e-05
PSMC6,0.0008731713
TGOLN2,0.0007486495
PTPN4,0.00761417
CASC3,0.006605964
RPS10,0.0049506444
IFT57,1.250724e-05
STK17B,0.011999739
HIST1H1C,1.5341915e-05
UPF1,4.0517534e-05
GRK4,0.121953934
ECHDC1,0.00019330531
CLPX,0.00020265879
BRD4,0.055322465
PTGES3,0.0029206949
MXI1,0.04364721
AZU1,0.030101981
PITX3,0.006707735
RASIP1,0.00062998314
RBMXL1,0.0024335566
BOP1,0.004525628
PIM1,0.08488318
MRPL28,0.004721344
DHX36,0.00022827998
STRBP,0.00020518876
FGA,0.00025348266
BRCC3,0.0038527423
DDX23,0.00060334726
GADD45GIP1,0.008459303
MKNK2,0.004644568
HIST2H2BE,2.2100552e-05
GCM1,0.01144927
RNF125,0.0013221765
PDCD6IP,0.004306117
SIN3B,0.038378198
FUS,4.278242e-05
HIST1H1D,0.029339211
MZT2A,0.0048888144
IKBIP,0.00018161886
FASN,0.034721132
TFIP11,0.00011696819
CLNS1A,0.0025651765
TSPAN6,0.0007855435
LITAF,6.17396e-06
EEF1D,0.019600015
NAA10,0.0017263497
MYOZ2,0.013529692
MED10,0.0010492677
WDR43,0.004512615
HDGF,0.012767871
PCGF5,0.0039742626
KLHL9,0.0005985239
SH3GLB1,4.1299954e-06
CLK2,7.3503885e-05
ANXA4,0.0008915514
PADI4,0.045382526
TNFSF14,0.001038079
WWP2,0.31694168
TTLL7,0.07645568
DCAF6,0.022082916
SNRNP40,0.00070683757
LBR,0.0030023667
PCGF1,0.000937772
ACLY,0.019201176
KLC2,0.00049292133
PRKX,0.017545827
MYBBP1A,0.020384248
ROCK2,0.0014959081
PUM2,0.0010275113
ARHGAP21,0.0011092119
SUPT6H,0.008965994
EDARADD,0.050370786
CARD9,0.0011720491
UBE2E1,0.015880058
PTPRE,0.60621256
TBPL1,0.0021878737
SENP2,0.030914458
RPL27,0.00060251204
NUDT21,0.0016561394
SCML2,0.001625008
NOL11,0.00293413
SHANK3,0.05473328
TRIM16L,0.012673999
SFTPD,0.04665394
BBS2,0.0011459029
PSME3,0.025088856
MEX3B,0.01682897
OLFM4,0.009133513
NUMBL,0.004270535
EEF1A2,0.024122175
NPM1,0.066901185
MBD3,0.016061813
MCRS1,1.2636316e-05
HMGB2,0.19772398
MRPS21,7.980403e-05
EIF4B,0.026018003
REV1,0.001393274
MAP3K10,0.03126182
ADRA1D,0.01739536
