Gene,Score
U2AF2,0.0021978626
CDK11A,0.0021084412
CCNL1,0.0026760446
TRIM24,0.09569115
SLC25A10,0.0010819564
WIZ,0.003501839
DUSP16,0.014445864
NASP,0.05130113
CARD10,0.0011094591
IK,0.07803009
GNL3L,0.0019957363
ACTA1,0.031116528
FSCN1,0.0009956477
HGS,0.027660683
AKT1S1,0.023339117
PAPSS2,0.0001865597
DAPK1,0.05766405
SDCBP2,0.0019029441
LTF,0.009104809
DYNLL1,0.02041479
MYH14,0.041577287
FMNL1,0.0037455899
PELI3,0.0006470504
BMP2,0.006829014
CARD6,0.00045777822
TMED7,0.006204229
OPN1LW,0.004647785
THRA,0.6525828
FOXJ1,0.0076314774
DDX52,0.0020195586
DAP3,9.2855495e-05
DYNC1I1,0.0024229216
RRAGB,0.0026614554
RRAGD,0.00059521355
NEK1,0.0071772523
KMT2A,0.8001261
MEN1,0.5854208
PRSS23,0.060889363
LGALS3BP,0.0052916217
CD248,0.00012951333
EGLN3,0.6972924
PGAM1,0.003488707
HS3ST1,0.004231929
RAC2,0.013419394
DAB2IP,0.03583274
CNOT7,0.017053053
MTUS2,0.0009577095
MAL,0.08730744
GCN1,0.002902498
CSPG4,0.009568036
RPL13,4.0058345e-05
CREBZF,0.1754812
SLC39A14,0.002949972
RPS3A,0.0024307752
GORAB,0.0085209375
SNAI1,0.6767707
EEF2K,0.044329524
EEF2,0.0020379527
NQO2,0.0028746198
STAB2,0.00271949
AIMP1,0.0010097389
ATP5F1C,2.72351e-05
ARGLU1,0.0030030434
SDCCAG8,0.00017125103
MYLK,0.055391558
HIBADH,0.002304702
BICD1,0.0030887462
DIRAS1,0.003149136
EEF1B2,0.0012640319
MAP4,0.049536597
COPS8,0.00017983498
MRPS17,0.00014696844
NDUFAF1,0.00031380515
TICAM2,0.009945138
ADAR,0.01032845
DAD1,0.0006282943
RUSC1,0.0034881085
IRAK3,0.014617923
ZNF576,0.0016920037
NOX4,0.0094300825
ACVR2B,0.24611953
OPA1,0.000520004
SSR4,0.00039294333
MSI2,0.0007308533
PACSIN2,0.0036677872
OFD1,0.00020907936
SPARC,0.044144772
TOMM70,0.0019791732
PAK3,0.00220666
PLK4,0.00031774316
RPL10,3.9534472e-05
THRAP3,0.007837454
LDOC1,0.0022383514
ZFP36,0.011314826
HSPA1A,0.012635331
CAT,0.0009991956
SF3B3,0.02333793
PGD,0.0033057295
NIPSNAP3A,0.00066595775
KRT31,0.0041137426
RECQL,0.085449174
RCC1,0.0044697206
CCDC85B,0.0007624203
TCEANC,0.0001947823
AKT3,0.0010846917
MAP3K20,0.0037938643
EPB41L5,0.0020480822
ANKS6,0.00032565463
PDE4D,0.0006411692
POU2F1,0.7123804
TRIM56,0.00041912834
KLF4,0.3612833
AXL,0.002605934
HMGA2,0.037653565
AP3B1,0.00281053
CDC34,0.0046035466
SMC3,0.025006482
CBX2,0.018155696
SELP,0.0064938297
SPG21,0.0046235537
MEX3A,0.0030926676
PHF1,0.0044410746
EPC2,0.015197911
SNRPD1,0.0041325646
MLANA,0.0016477839
PRKCE,0.31117743
RSL1D1,0.0033976985
RAB11FIP5,0.0023452488
EIF4E2,9.2026785e-05
DNAJC3,0.0055044848
CPSF7,0.0001742613
TUT1,0.002453797
FBH1,0.019425124
RGS3,0.10416967
ELF1,0.09227912
MAGOHB,0.0033964845
SCMH1,0.0005498727
ADNP,0.10602298
NUDT2,0.0005929981
CMC4,0.0015010565
ZCCHC8,0.0009747243
AKAP9,0.9979494
PYDC1,0.002652633
NOLC1,0.0074060564
CAMP,0.012979961
MLST8,0.00010694629
RBM8A,0.0054682763
CNPY3,0.0096624335
NEU4,0.0005390569
CHEK1,0.8207189
CARD8,0.0024365021
HNF1A,0.18212157
SLC9A3R1,0.269147
NECAB2,0.00013641901
HSF4,0.17260325
MRRF,0.0037551997
QPCTL,0.007023421
NDUFS3,1.4068198e-06
NDUFA9,0.000101701386
KRT33B,0.0060157073
KPNA4,0.106489144
ERCC3,0.029712753
MLLT6,0.02994549
UBQLN1,0.0037047493
ELF4,0.014422746
PSMA7,0.0009814935
SENP1,0.13669357
MID1,0.007753786
CCDC106,0.008194735
RPL7L1,0.00030651852
ZMYND11,0.04982554
PRDM16,0.00935373
C1QA,0.00056708895
ACTG1,0.030036062
WDYHV1,3.7415575e-05
ETV5,0.008472282
HERPUD1,0.002542193
DDX19B,0.0014563049
PDIA6,0.00016412674
FBXO21,0.0005590868
ZNF687,0.0055724164
LILRB2,0.0015865345
HOMER2,0.009016695
TAOK2,0.03666975
ATG14,0.00043149883
RBM5,0.0024806443
MSRB2,0.007341127
PUF60,0.0042226375
ABCF1,0.00060701626
VGF,0.0012381397
TECPR1,9.834105e-05
WIPI2,6.171813e-05
WDR5,0.18874744
CXCR1,0.002926277
TFG,0.003949633
LTC4S,0.0070897588
MAPKAP1,0.0042515676
SPRY4,0.0011642311
RRP1B,0.0015999189
STAU2,0.00010351568
BBX,0.0023734607
MUC16,0.0038454218
LGALS1,0.000600524
ZNF385B,0.0005209839
DCTN1,0.0008225631
RPL19,2.7591377e-06
SHARPIN,0.0051282616
RBCK1,0.002196488
GPSM1,0.007980124
LRRC7,0.028464245
ZNF638,5.8508347e-05
ALX1,0.031939037
IPO13,0.007933789
ATP2B1,0.0037424986
CTR9,0.13097705
RPL17,0.0015779848
ARHGAP32,0.3171339
CRX,0.00048593016
ABI3,0.0024956877
CTSD,0.0010210513
ZC3H15,0.00042859517
P4HB,0.001972422
SAMHD1,0.0107223075
CARD16,0.027750049
IGBP1,0.0007072001
TRIO,0.004818024
KRTAP10-5,6.476015e-05
ADAP2,0.00068709644
BLOC1S1,0.0021954526
CIRBP,0.010494636
TRA2A,3.6221256e-05
FYTTD1,0.001015241
ZC3H3,0.0012735024
KDM2A,0.028955264
PURA,0.0063111763
FBXO22,0.012176902
SDHAF2,0.00095448695
PELI2,0.0002866534
RPL14,0.00061800826
TLR5,0.012144246
SFXN2,0.0028887896
PSPC1,0.03061224
GUCY1A2,0.01752236
TIGIT,0.0012087328
UTP15,0.00415333
HK1,0.0001513675
IDO1,0.00016285825
AJUBA,0.19543386
DCUN1D1,0.005750072
KRT2,0.005493558
FBXO25,0.0010881735
HTR2B,0.15592276
CCT5,0.00048656442
KRT6B,0.00016362751
BABAM2,0.04253433
ABRAXAS2,0.008162863
NUAK1,0.0033664333
ATG3,0.0009707738
RAB40B,0.004935359
FLNC,0.008870685
TRIM63,0.0028424137
STRADB,0.00036207383
CTNNAL1,0.108524784
BRD7,0.14226481
HNRNPUL1,0.00020367891
CEACAM1,0.00015178548
CPLX3,0.0045385417
ETV1,0.014139598
ERG,0.16229738
IRF6,0.0025782604
BAG3,0.0019765717
TUBA8,0.0006205684
RB1CC1,0.00046643527
ARF6,0.020072708
MAPK8IP3,0.014672181
HNRNPM,0.0037132406
NMU,0.0049201613
RBM39,0.009719266
FAM9B,0.00015989639
PPP1R14A,0.012896644
CLEC7A,0.6213702
MAGOH,0.0001023707
PABPN1,0.0030818295
EGLN1,0.055063736
NOD1,0.0013367541
TUBA1C,0.010937389
PSMA1,0.00023835326
TCEA2,0.0010759466
DEDD,0.051225327
DEDD2,0.019719215
LAMB1,0.0025937003
ZNF615,0.0023287062
CXCL12,0.0007987158
BRD3,0.008312736
RRP8,1.1913929e-05
NLRC5,0.0018371344
LUC7L3,0.011213827
CALCOCO2,0.017116008
NFXL1,0.0021445255
TBX3,0.8660934
LILRB4,0.0040083737
NUP62,0.0012796243
BFSP1,0.00185216
CPSF1,0.01630823
FBF1,0.0005418298
KCNJ3,0.02207762
KCNJ6,0.0003147148
HIST1H1B,0.010735811
HIST3H2BB,0.029601123
UQCRC2,0.0004857981
ECH1,1.6910783e-05
ARL4C,0.005307843
FAM53A,0.0052076313
CNBP,0.0009788013
DDX21,0.0063898438
DTL,0.017500373
WDR34,0.0001852835
DKC1,0.0026532663
PDS5B,0.0055658696
VDAC2,0.005264856
FNBP1L,0.0018056657
ACSL4,0.00012675914
APEH,0.005656142
IST1,0.0069758547
SIGIRR,0.003959836
SSB,0.0027542047
RHOD,0.21198583
RBM14,0.07393706
PDIA2,0.047480706
NCR1,0.00730041
NHP2,0.004350442
PLEKHO1,0.0028063636
PHGDH,0.00012378667
MED1,0.7951858
ANXA7,0.024954498
INTS3,0.0017084822
SPRR2A,0.0026933684
HSPA14,0.0020161748
BUD31,0.016968813
FBXO7,0.044304654
NPM3,0.0004054882
NMRAL1,0.0013148084
UCHL1,0.0017262273
YTHDC1,0.0077742026
NR3C2,0.39802185
KLHDC2,0.0052485517
CHCHD3,0.0004662415
HHAT,0.01173899
CAMK2B,0.000483963
HERC5,0.051956836
KCNB1,0.638051
DPP10,0.014267354
RAP1B,0.0053568874
GORASP2,0.00016798639
ZNF8,0.0063644447
KLC4,0.0007645415
UBTF,0.16296865
TEKT4,0.0013311368
TEKT1,0.0007818405
UVRAG,0.00010225654
THOC2,0.00077575876
FANCA,0.4504749
LMNB1,0.05007177
WWC1,0.086317964
CLTCL1,0.0018987383
RNF135,0.00020426585
KCNJ5,0.0092041325
PARD6B,0.17972277
BCL6B,0.00716901
CHTOP,0.0011553939
ATG4A,0.000222771
HMGB1,0.9058074
TPSAB1,0.0037940016
KLF9,0.032016005
KRT15,0.0032546734
LTBR,0.082490064
TLR7,0.00375442
MED14,0.19147645
ITGB3BP,0.009379657
AKAP13,0.005272198
MAP1LC3A,0.0038006576
MDH2,0.0039593205
ASXL2,0.00028523197
PRPF31,0.00014591154
PABPC4,0.00025640364
ARHGDIA,0.00830344
RHOH,0.0058802906
TTC3,0.012239822
CLUAP1,0.0044967486
SIGLEC6,0.015675938
FBXO6,0.000992538
POLR2E,0.010508064
NDUFA4,0.00014192982
OTX2,0.0057034297
SMARCD2,0.24413456
CDR2,0.0013365727
ATL3,0.00014858464
CSDC2,0.0051504183
CUTC,0.00079940655
BET1,0.00041346566
RAD23A,0.02056131
HSPA1B,0.0014631998
PDS5A,0.05661994
CELF1,0.002271226
SRPK2,0.0030345127
SMARCA1,0.12363395
SHMT2,0.011876114
NBR1,0.003786733
GABARAP,0.0002056257
GTF2B,0.4261981
HIST1H2BD,0.0028199768
KIR2DL4,0.00028376293
CYTIP,0.71694267
SNX27,0.11813333
TPM3,0.009958181
SQOR,0.0021078577
SNAPIN,0.00018778273
DDX27,0.004850181
PBX2,0.0070341015
TRIM14,0.000474802
SRSF3,0.0012202616
EPN2,0.0075250715
MAPK8IP1,0.12210486
RBM4,0.0056039086
MRM1,0.00044775548
USO1,0.017762894
PABPC1,0.0002138074
NFATC4,0.059998415
CCDC15,0.0008691164
SRP14,0.00087787054
PEX5,0.0061686034
F2RL1,0.48503065
TUBA3E,0.0011475775
SCNM1,0.0036668777
PHF11,0.005674795
UBE2L3,0.004216697
HIST1H2AH,0.0016182454
MAPT,0.31849983
KHDRBS3,0.0039207297
KCNH2,0.009005377
MAPKAPK3,0.026648745
TEX10,0.01527703
GOT2,0.002395517
ATP5PB,0.00046270524
PDK1,0.056377146
LGALS8,0.002468409
MMP3,0.0044535818
FURIN,0.03199549
ARCN1,0.0013968946
CMTM5,0.0032523104
CD37,0.004578145
C2,0.000470255
NGDN,0.0029093234
SEC61B,0.017961003
SSR2,0.0019828689
FBXL15,0.0053260457
INTS6,0.0010776401
NFU1,0.0027296501
KRR1,0.001185861
KLF5,0.7322544
PRPS1,0.0005892824
MEIS2,0.009173293
RPS16,0.008025876
HNRNPH2,0.00214063
SMU1,0.001380375
UMOD,0.0044319886
SHOC2,0.009236717
BTF3,0.0007292743
ATAD3A,0.0010920095
SEPT4,0.0019630662
PSMD11,0.0029756662
KDM1A,0.012358145
KCTD9,0.00030284777
GSR,0.0011872347
LPCAT1,0.0048239175
NEFL,0.04294103
PACSIN1,6.9278496e-05
HTRA2,0.25676307
HNRNPL,0.0048971726
PATJ,0.03575694
PBX3,0.0038414325
RASSF1,0.4681521
TARBP2,0.00031764596
NPRL2,0.0004099704
TFR2,0.0033491675
SULT2B1,0.0011613381
MAP9,0.0041656704
PGC,0.005188275
OLIG3,0.00025180783
SEPT9,0.017000994
GATAD2B,0.014676736
TIAL1,0.013871277
FBXO9,0.0017219817
GZMM,0.0019499349
CEACAM8,0.00040054618
SLTM,0.0015802485
WDR62,0.0032744873
NUDC,0.0038302813
ABCC4,0.016405718
SRRT,0.006537468
ACACA,0.011062032
ATG4B,0.00060140213
RRP1,0.0060301633
ACVR1B,0.06633975
EIF4G1,0.0014007377
GSPT2,0.00095696375
HYOU1,0.00087452057
AEN,0.0021947485
PEA15,0.0036259175
BRAP,0.010526404
MX1,0.0071123145
MRPL35,0.00026403612
TGFB2,0.0016439314
RPS9,0.0007562779
SNU13,0.0015697253
SRSF5,0.0032557393
DUSP26,0.0008599918
SNRPA,0.00949902
ADH4,0.0006761189
PSMA5,0.00039543118
LZTS2,0.010224201
DYNLT3,0.0029512052
ZGPAT,0.0013188608
WRNIP1,0.0037217475
HNRNPF,0.0019425303
AARS,0.00014117867
AGPAT3,0.00023577023
ELAC2,0.015449693
JARID2,0.083354056
SIK3,0.010154544
PYCR1,0.0008155665
RPLP1,0.0005918793
RNF7,0.00048210015
NSUN2,8.657507e-05
C1QC,0.0008387243
SNX20,0.0016513459
MEX3C,0.0010546091
RHOXF2,0.00038063418
LILRB1,0.00015589524
DAZAP1,0.033331983
SIAH1,0.10032443
CAD,0.00012392
DHX9,0.007923654
HNRNPU,0.004709492
GTF3C1,0.027914984
MAP4K4,0.040548082
EXTL3,0.20794189
EAF2,0.01068256
ECHDC2,2.0055088e-06
RPTOR,0.001080308
MYLK2,0.06921359
DYNC1H1,0.0005118479
USP14,0.0030567923
DYRK1B,0.13663763
PLS1,0.00010385936
BNIP3,0.008946635
RCN1,0.005129658
RASL11B,0.0031518857
BCR,0.06348041
ADAM17,0.14661358
SUGP2,0.0055336505
KCNJ9,0.0009811625
DRD4,0.0040463516
RHOC,0.0007032781
RIPOR2,0.00017685235
ADA,0.08925288
ANK3,0.98655117
FBXW2,0.0012418679
MECP2,0.076384805
SCLT1,0.003779553
ARHGEF11,0.0056134737
MMP10,0.02555618
ADAMTSL1,0.006397732
RBM4B,0.00014395054
NPAS2,0.013013348
PCNP,0.004569958
HSD17B12,0.001191721
MYL6,0.015148269
ACTR1B,0.009677474
APEX1,0.0016333192
TUBB4B,0.000502961
CA2,0.007710427
HSPA9,0.045786146
RPL27A,0.0012221355
USE1,0.0036315601
SMC1A,0.07033368
PADI1,0.0100913625
NPLOC4,0.008363375
PFN2,0.0025636896
ERCC5,0.03764169
ARG2,0.00095390395
MUC5AC,0.006424866
SFTPA1,0.0021478587
SH3RF1,0.02574103
GRIN2C,0.0016385083
CUL7,0.009496109
TRPA1,0.0033615713
RPS4X,0.0011232247
TPI1,0.0009557423
VPS37B,0.0032818175
HSPD1,0.0839104
ESRRG,0.035224818
NR0B1,0.46138588
RPS23,0.00010172341
PCBP1,0.00026755576
KRT19,0.016365407
CRIP2,0.0029734308
CCHCR1,0.0033520225
GEMIN2,0.0014923775
PF4,0.039760392
AKNA,0.0008174272
APRT,0.004217862
TNIK,0.012006575
RBM34,1.1471175e-05
PARD6G,0.0022660475
SCAF11,0.006243809
CBX6,0.15629011
MRPS26,7.476861e-05
TRIM54,0.0044754613
ERC1,0.019623064
STIP1,0.0025969394
CEBPZ,0.0008812853
ZMAT2,0.0060655
C3AR1,0.0010993938
NAP1L4,0.039194524
DDX39B,0.007941938
ADRM1,0.00078733877
CSTB,0.0040442576
SNRNP70,0.0020126107
TLR8,0.044075876
EIF3L,0.00038196277
PURB,0.0118843485
DNAJA1,0.0075957333
HOMEZ,0.04600209
DHX15,0.0007320902
RHOG,0.005896114
ZNF787,0.0028850671
COPRS,0.006136414
KIF3B,0.00213311
NDUFV1,0.00015327187
PGR,0.30913535
THAP11,0.0012235688
E4F1,0.0006417735
NEK2,0.011581565
MCM6,0.02675464
BIRC7,0.0019135408
C4B,0.00016259759
C4B_2,0.00022545095
TRIM41,8.164862e-05
RAB2A,0.0017644848
DCAF5,0.0004598384
TBC1D4,0.00025300676
BNIP2,0.00072618644
SERBP1,0.0048026503
ORM1,0.002234894
ATXN7,0.011130838
NUP107,0.01564954
SSX7,0.00036717032
PPBP,0.016771544
SELL,0.0010020245
ATP5F1A,0.0015104897
RPS6KA4,0.02621675
CSNK1D,0.16561091
HNRNPA0,0.00025478867
NUP210,0.041102607
OAT,0.012962819
PRKRA,0.0018486355
ULK1,0.002779057
ELN,0.001484779
NID2,0.0027138018
ZFYVE1,0.0017099287
CDH24,0.0024136857
RPN2,0.0001061224
PBRM1,0.14384715
RTCB,0.0027167161
NDUFA13,8.8671324e-05
PNMA2,0.00081423164
SPTLC1,0.0032897335
TDRD1,0.009737796
SERPIND1,0.0015874789
PHLPP1,0.014835349
A1BG,0.0028307848
ALOX12,0.00029768219
SCGB3A2,0.010385873
MARCO,0.0014687609
GYG2,1.8250554e-05
ENO1,0.02358653
PDIA3,0.00022568516
SPSB1,0.07337874
TDP2,0.06409626
TCEAL4,0.0021083963
ZNF80,0.00013747388
RPL7,0.0001345829
EGR4,0.009980125
SLC27A3,0.0008340533
PGRMC1,0.008445259
LPP,0.0005545021
MERTK,0.002853355
TIMM50,0.0016040816
KIF5B,0.0071031107
RPS19,0.00029387476
KLF6,0.0672923
PRPF19,0.0013855782
RNPS1,0.036096998
USP4,0.014220813
DUSP19,0.015601118
RBM28,5.2685577e-05
UTP6,0.010505857
IL17RB,0.00033352125
DEFB4B,0.0032138969
DEFB4A,0.0036646903
KIF3A,0.0011864884
PHF8,0.23750384
CAMK1G,0.00066437636
RER1,8.280138e-05
RUBCN,0.00057130976
HNRNPAB,0.02926482
TKT,0.0055470704
ZMYM2,0.13852566
HIST2H2AB,0.006534211
RPS6KA3,0.39096275
KRTAP10-3,0.00034495842
SERPINA1,0.0008168373
SPTAN1,0.27047226
DIAPH1,0.0029295064
SNRPN,0.004544748
PON2,0.0011105139
PNRC2,0.013048559
ELP3,0.011488768
HNRNPR,0.0023846624
CLEC3B,0.008670356
KRT10,0.0049511865
FEM1B,0.008694608
EIF1,0.0037082215
TP53INP2,0.00039508904
FOXP2,0.015141333
MRPS18A,0.00058892276
NDFIP1,0.014850646
ZNF410,0.12926449
LTK,0.0038662127
AGTRAP,0.001143009
IL17B,0.00074976217
KIF2C,0.020626618
UTP23,0.00068077195
BCAP31,0.002093906
ALDOC,0.0069687567
ALDOA,0.011330589
PRKD3,0.017620651
ZMYM3,0.056019224
MSX1,0.025490055
RAD17,0.029649217
ARFIP2,5.3767704e-05
MRPL10,2.6121102e-06
S100A12,0.0008948676
SIAH2,0.1329937
RAD51AP1,0.0008384667
RPF2,0.0005083304
EBNA1BP2,0.0003593101
SRP9,0.0025931492
SOD1,7.939148e-05
RIT2,0.0014181586
UTP20,0.029472055
ELOA,0.002307673
RPS2,0.003935639
DHX8,0.0005847137
RUFY1,0.0018700548
DDX50,0.008875897
NUSAP1,0.0006271552
SYNE1,0.003272444
MBD1,0.2909831
SNX17,0.118933104
ABR,0.0055939476
UBAP1,0.00016402366
NFAT5,0.044984784
AGPAT2,0.006965124
AJAP1,0.009691364
CCL8,0.0022920226
CSRP2,0.0028627424
H2AFY,0.15005422
MPP1,0.012017906
DDR1,0.00032364376
ADRA2A,0.013463644
CALB1,0.00054179574
SAR1A,0.0005214752
PRPF8,0.0007315755
S100A4,0.007570553
MAP3K13,0.012488218
HBZ,0.021193761
PHF5A,0.052636832
FNDC3A,0.003154134
STXBP5,2.4247192e-06
STXBP2,0.0003472331
UBL5,0.003520269
CORO1A,0.03133016
TARDBP,0.0008004382
CIZ1,0.004124814
BCKDK,0.004607236
LYL1,0.10925638
PRPSAP2,0.0010025067
GNL3,0.007089742
TPD52L1,0.0063132695
GOSR2,0.00020229083
EGLN2,0.04843478
NBPF3,0.0038754167
SSX1,0.0014640306
WDR45,0.0010403692
RGS7,0.0166208
EIF2B5,0.009440793
KCNA5,0.023608811
CLIC4,0.008199396
FAM110A,0.0012017414
RSRC1,0.00012810966
GIMAP4,0.0034798274
NEK6,0.016488105
RRAS2,0.2039279
RBMXL2,0.0004316029
SREK1,0.0005044456
SERPINB12,0.0020083226
SLC1A5,0.0031412542
NFE2,0.010504246
UNC93B1,0.00028599091
RANBP1,0.004245115
MTHFD1,0.00019168244
PHYH,0.000120777644
ATP5F1D,0.0011522092
ATP2B2,0.0010481118
MPP3,0.014780712
NUCKS1,0.0014979194
ZBTB25,0.002295733
NXF1,0.010993691
TBC1D7,0.005165182
PHC2,0.0477504
RPL18,7.812637e-05
PCBP2,0.0164316
CASP14,0.00043070244
AATF,0.06103307
HEMGN,0.17544523
PCNT,0.000561672
CCT3,0.003138068
PPFIA1,0.026512863
PPP2R5D,0.002268823
DDX39A,0.008642951
IL17RC,0.008666296
KLRC1,0.0012353725
FATE1,0.068440266
H1FX,0.0006318815
NKAP,0.0004246048
MAPK8IP2,0.011435484
DCAF4,0.0003843846
COL3A1,0.0048952494
OXCT1,0.0013116653
SLC25A3,0.00013680002
WDR12,0.00041722963
KIF11,0.0035968926
ATP2C1,0.0023053796
SOX11,0.0055974154
CKAP5,0.0062862104
RCL1,0.0031921447
CPSF6,0.041567303
REPIN1,0.0032109502
EIF3F,0.0072329217
DCAF13,0.007952562
DPP4,0.025536444
KCND3,0.061896283
CFHR4,0.033925224
DLAT,0.000634302
MAP2,0.047605034
CHEK2,0.062180102
DDOST,1.7482724e-05
LPAR2,0.0021662011
TDRKH,0.0009922099
HMG20A,0.017876595
ELOVL1,0.0011882478
PDZK1,0.80540335
MATR3,0.0059067863
DMRTB1,0.0019339903
MRPL11,0.0002989307
BRMS1L,0.020849803
ADAM15,0.11737139
KDM5B,0.08080277
NRBF2,0.01864326
HIST1H2BB,0.043442983
ATP2A2,0.0024042616
HEATR1,0.0028798743
ATPAF2,7.4959594e-06
WDFY3,0.03170236
GABARAPL1,0.0013814969
EHHADH,0.0012592833
MYL5,0.0021359895
PPP1R9B,0.010418481
CAMK2D,0.22013457
POLDIP2,0.0001637096
SRSF6,0.00025845054
MPP2,0.030084096
ARHGEF2,0.0066001653
SGTA,0.0006435243
CTBP2,0.20514311
IMPDH2,0.018014573
ARHGEF1,0.00668224
SCN4A,0.0046954188
ABCC1,0.0029986084
GPS1,0.0010186994
EIF5,0.0006217121
STK25,0.00075646385
UBE2S,0.0035273698
FBXW8,0.011793727
HIF1AN,0.0034810284
FREM1,0.0013198421
SMIM3,0.010815295
VDAC1,0.0001742123
FEN1,0.033174224
CPSF2,0.0031302958
CCDC88A,0.0037101458
BEX3,0.0022724073
SMC4,0.0024818424
MRPL48,3.186243e-06
AQR,0.00065230526
GRIP1,0.16894494
SPERT,0.0009858195
DCAF8,0.00088566815
CLEC6A,1.1012165e-05
CLEC4D,0.0031483085
U2AF1,0.0008258951
RPS6,0.0017834387
YAF2,0.052917786
MIF4GD,0.00013934026
LBP,0.12660086
PRDX4,0.0069136657
FCN3,3.5098783e-05
GLYR1,0.0094455425
CD63,0.032568317
TTK,0.0037567555
RABAC1,0.0015999692
U2AF1L4,0.0014413532
DNMT1,0.1898133
DISC1,0.001597526
ACIN1,0.03209086
ATG101,6.1853534e-05
ADAM8,0.0005485519
POLDIP3,0.0062615033
ATP6V1B2,0.0022932135
AGK,6.997499e-05
STOML2,0.0015873959
APOBEC3G,0.005312152
MOV10,0.0017483826
MRPS31,0.00011957599
GZMH,0.0036623548
FN1,0.24632345
SOX13,0.003691092
PCK1,0.0012300559
RPS14,0.0017608729
PHLPP2,0.0032905138
CAMK2G,0.16737737
ELP2,0.005064972
ANXA9,0.004001133
SERPINB9,0.0018694771
ATP23,0.016615072
MYCBP2,0.16788465
TCP10,0.015193301
RGS20,0.0044579366
DDX3Y,0.0040514586
HIST1H3A,0.003437733
HIST1H3B,0.0018266323
HIST1H3C,0.0219288
HIST1H3I,0.0046578017
HIST1H3H,0.006112874
HIST1H3G,0.0019098396
HIST1H3F,0.040544793
HIST1H3E,0.022259811
HIST1H3J,0.46389738
HIST1H3D,0.00014794931
CERK,0.013950443
PIMREG,0.0027644732
MMP13,0.0018457447
KLF11,0.109113075
SYNCRIP,0.0048072403
MSH2,0.1544351
CACNB1,0.00086048985
PRPF40A,0.008747443
HIST1H2BC,0.0020508422
HIST1H2BE,0.00019118085
HIST1H2BG,0.0008691123
HIST1H2BF,0.0003863902
HIST1H2BI,0.00018574747
GGA1,0.0028126903
MRPS7,0.00037700307
SFPQ,0.008771684
PTPRM,0.010664609
RP9,0.0040909615
ZNF622,0.0005736216
BABAM1,0.005763005
TNRC6B,0.002192972
NCOA5,0.0040703597
RPL10A,0.0049542533
ARL2BP,0.002145543
COIL,0.075068034
LMNA,0.017129809
CCNJL,0.010701388
SCYL1,0.008448711
PHF19,0.05413981
MSR1,0.014282358
STK19,0.00034511037
OSTC,0.0022437219
GTPBP4,0.0029462958
KCND2,0.061549544
CACNA1I,0.004738019
FBXO3,0.0013626828
HMGN2,0.0016154291
TBL3,0.00267071
AGO1,0.002583343
PGAM5,0.004476477
VHL,0.0015224281
TRIM21,0.048363604
ATP5MG,0.000690404
TESC,0.00036519466
PREX1,0.00058727426
MAP1LC3C,0.0011664985
RFC5,0.014451778
ESRP1,0.0019642941
NIN,0.0016733721
COMT,0.0003957506
SMN2,0.00014862377
SMN1,6.531767e-05
TIAM1,0.46479073
ADARB1,0.005623224
CSE1L,0.024935756
ATP5PD,0.00080897775
TRA2B,0.0028115993
RPL24,0.00023202422
PHC1,0.012736599
RPL32,0.00024935184
RLIM,0.029349469
DDX1,0.00041513587
ARPC4,0.00055829925
PPM1K,0.001042533
PSMC6,0.0032694796
TGOLN2,0.008624822
PTPN4,0.1814661
CASC3,0.004180836
RPS10,4.815455e-05
IFT57,2.447125e-06
STK17B,0.0077113495
HIST1H1C,0.00028676464
UPF1,0.00035813844
GRK4,0.007360528
ECHDC1,0.0010696754
CLPX,0.0010606191
BRD4,0.6243971
PTGES3,0.0026221715
MXI1,0.0055818283
AZU1,0.0025313448
PITX3,0.009563288
RASIP1,0.0005260823
RBMXL1,0.0021983562
BOP1,0.0017061699
PIM1,0.4018486
MRPL28,2.2960198e-06
DHX36,0.0021876986
STRBP,0.0007137174
FGA,0.028153678
BRCC3,0.047479894
DDX23,0.0022853056
GADD45GIP1,0.0012920327
MKNK2,0.0035456626
HIST2H2BE,0.059506673
GCM1,0.007358762
RNF125,0.0028953226
PDCD6IP,0.023315035
SIN3B,0.07633484
FUS,0.00027433198
HIST1H1D,0.001498764
MZT2A,0.00027195385
IKBIP,0.0003713525
FASN,7.555156e-05
TFIP11,0.0005867028
CLNS1A,0.00058925065
TSPAN6,0.0023615246
LITAF,0.0033414487
EEF1D,0.0024693052
NAA10,0.004782536
MYOZ2,0.005821991
MED10,0.002877007
WDR43,0.0009248173
HDGF,0.013228851
PCGF5,0.018943595
KLHL9,0.00017290196
SH3GLB1,0.016800543
CLK2,0.0003321774
ANXA4,0.0009790661
PADI4,0.007416088
TNFSF14,0.005610092
WWP2,0.01015291
TTLL7,0.0041090334
DCAF6,0.029568113
SNRNP40,0.0011029405
LBR,0.0035149057
PCGF1,0.01768519
ACLY,0.0012205679
KLC2,0.00038339137
PRKX,0.0033094739
MYBBP1A,0.0034678502
ROCK2,0.00771998
PUM2,0.00037759883
ARHGAP21,0.0012351638
SUPT6H,0.059543625
EDARADD,0.0052574296
CARD9,0.012670359
UBE2E1,0.0088453265
PTPRE,0.076335944
TBPL1,0.009652524
SENP2,0.0057641254
RPL27,0.00010380333
NUDT21,0.010935744
SCML2,0.008584267
NOL11,0.00013479262
SHANK3,0.0054402966
TRIM16L,0.008130416
SFTPD,0.004625211
BBS2,0.002097657
PSME3,0.00944345
