Gene,Score
TOP2B,0.017442191
SETDB1,0.14647014
ATF7IP,0.008266459
PRMT5,0.022298543
WDR77,0.0028133604
PINK1,0.0030870463
ERBB4,0.06697287
RELN,0.009752926
VLDLR,0.021345736
ASGR1,0.0003997049
ASGR2,2.1768737e-06
EGR1,0.108308926
SALL4,0.0005561801
MAF1,0.009734431
ARHGAP35,0.01339344
RASA1,0.19065613
BCAR1,0.008924246
RXRG,0.0042682528
RARG,0.029348789
RXRA,0.0523788
RARA,0.055972606
RXRB,0.005482986
RARB,0.0012881837
PPARD,0.039163746
NRP2,9.867941e-05
FLT1,0.014672607
KITLG,0.0008014358
KIT,0.2590905
PRKCA,0.603627
PTPRU,0.13569765
NCOR1,0.3470813
TNS4,0.01766825
MET,0.28393897
LRIG1,0.030556004
PAN2,0.00051613036
PAN3,0.0003550845
POMT2,0.0010965243
POMT1,1.7479573e-05
C1GALT1C1,5.4476914e-07
C1GALT1,0.0007885228
PMPCA,6.4923993e-06
PMPCB,4.062294e-09
ATF6,0.017668365
HSPA5,0.99320376
EIF2AK3,0.0014667552
ERN1,0.005979432
PIK3R4,0.0020262646
PIK3C3,0.018418118
TKFC,0.0005674899
IFIH1,0.011788826
CFL1,0.0013541868
LIMK1,0.026406014
PGLYRP4,1.2939593e-09
PGLYRP3,1.9303132e-08
PPARG,0.29712304
SLC3A1,0.25129056
DACT1,0.0050977403
AXIN1,0.56804305
GSK3B,0.3196648
PFKP,0.0033438443
PFKL,0.0035162235
PFKM,0.017194888
GCKR,0.00038226933
GCK,2.8951003e-05
ANK1,0.0019955623
NRCAM,0.0038890366
CNTN2,0.0002108929
CHL1,0.000100958336
NFASC,0.0069246455
DCX,0.0033420552
SDCBP,0.15867053
PLXNB1,0.039058007
ERBB2,0.61305946
TLN1,0.022505205
PIP5K1C,0.013730086
PLXND1,0.00042259303
SEMA3E,4.0717405e-05
SEMA4A,3.7174723e-05
PTPRC,0.1125393
SEMA4D,0.00024487448
CD72,0.0011695521
PLXNC1,2.9407856e-05
SEMA7A,1.1676489e-05
FYN,0.0012400114
ROBO2,0.0022985141
SAV1,0.000108277294
STK3,0.0009743872
STK4,2.563321e-05
TJP2,0.0031777949
WWTR1,0.07498529
ADD2,0.005807417
ADD1,0.04770297
ADD3,0.0019730325
AZGP1,0.0014831432
PIP,0.000102143895
LRRC8A,2.6559803e-05
LRRC8B,3.3380374e-08
LRRC8E,4.4684613e-05
LRRC8D,0.00014176656
LRRC8C,3.502339e-08
CDC25C,0.00078964507
SRPRB,1.4292958e-05
SRPRA,0.0021905964
MLXIPL,0.0010589805
MLX,0.021175876
SLC16A3,0.00071510527
SLC16A1,0.0057735364
PAK1,0.028759776
NF2,0.3056577
FLNA,0.18335123
PKN1,0.11876694
CIT,0.0011113262
CDKN1B,0.07395195
CFTR,0.9997942
GOPC,0.025816588
NAE1,0.0010825389
UBA3,0.0012304538
UBE2F,0.00012828031
CUL4B,4.9541e-06
CUL4A,0.00071940484
RBX1,0.76225245
CUL9,0.00225368
LEPR,0.0049585337
TIMM13,0.0007662742
TIMM8B,0.00084380416
TIMM8A,0.0070921187
TIMM10,1.4559548e-05
TIMM9,5.3594467e-06
RNGTT,0.00014888731
RNMT,0.008863434
SRRM1,0.00035539016
SRRM2,6.6051514e-05
EPRS,0.0018610557
DUS2,0.00074360153
WDR4,0.0019419924
METTL1,0.0004452246
QTRT1,0.0024752778
QTRT2,0.00039941655
TRMT6,0.00040075165
TRMT61A,0.0015183614
PIGX,0.00023633694
PIGM,0.00013154508
PIGF,3.0940705e-06
PIGO,1.393327e-05
PIGG,0.0070073316
EIF4A2,5.2817973e-05
EIF4A1,0.00050312385
PSEN1,0.051981468
NCSTN,0.0008902844
PPP1CC,0.5688219
PPP1R15A,0.0011052939
MMADHC,1.9917929e-08
MMACHC,0.00018389132
GP1BB,8.1908e-05
GP1BA,0.033769306
HLA-DOA,0.0017673242
HLA-DOB,7.318871e-05
NFKBIE,0.045856886
REL,0.0020922539
TLE1,0.00797558
STXBP3,0.00023283885
ATP6V0D2,1.2041162e-05
ATP6V0D1,1.559182e-05
ORC2,0.0087180985
MCM8,5.043593e-05
CD8B,0.00015248018
CD8A,0.0014316802
CD3E,0.0067038885
CD3G,0.0008384346
CD3D,0.0033365567
SEC31A,5.0142815e-05
SEC13,0.02896685
KLRD1,7.014094e-05
KLRC2,1.8703776e-08
STXBP1,0.003136183
BMI1,0.0013688827
CBX4,0.054115705
HSP90AA1,0.9999999
FKBP6,0.0051096575
TTC21B,0.0003469285
